accuracy,auc,loss,precision,recall,val_accuracy,val_auc,val_loss,val_precision,val_recall,fase
0.526252031326294,0.525888204574585,0.739995539188385,0.05446808412671089,0.5079365372657776,0.051779936999082565,0.675447940826416,0.8533692359924316,0.051779936999082565,1.0,1
0.5969305038452148,0.6260620951652527,0.6748977899551392,0.07504872977733612,0.6111111044883728,0.9288026094436646,0.6479308605194092,0.588870108127594,0.0,0.0,1
0.7411146759986877,0.789466381072998,0.5989346504211426,0.13161659240722656,0.7301587462425232,0.1003236249089241,0.6403583884239197,0.8161596655845642,0.051369864493608475,0.9375,1
0.7007269859313965,0.775418758392334,0.5849214792251587,0.1122320294380188,0.7063491940498352,0.9482200741767883,0.6406784057617188,0.3616728186607361,0.0,0.0,1
0.763327956199646,0.8406230807304382,0.5446420907974243,0.14506173133850098,0.7460317611694336,0.7928802371025085,0.6354522109031677,0.5683664679527283,0.08620689809322357,0.3125,1
0.8065428137779236,0.9076815247535706,0.4805282950401306,0.1842575967311859,0.817460298538208,0.9158576130867004,0.6325725317001343,0.4167942702770233,0.0,0.0,1
0.8489499092102051,0.9379482865333557,0.42373567819595337,0.2339055836200714,0.8650793433189392,0.8058252334594727,0.6216936707496643,0.5004024505615234,0.07692307978868484,0.25,1
0.8388530015945435,0.9336406588554382,0.4003102481365204,0.2242424190044403,0.8809523582458496,0.8834951519966125,0.6210537552833557,0.407880038022995,0.0833333358168602,0.125,1
0.882067859172821,0.9470415711402893,0.35430821776390076,0.29145729541778564,0.920634925365448,0.7313916087150574,0.617854118347168,0.5422745943069458,0.07594936341047287,0.375,1
0.9115508794784546,0.8830884695053101,0.5329232811927795,0.311740905046463,0.6111111044883728,0.909385085105896,0.6416382193565369,0.47028055787086487,0.0714285746216774,0.0625,2
0.8877221345901489,0.9519115090370178,0.45573660731315613,0.2900552451610565,0.8333333134651184,0.9255663156509399,0.6525170803070068,0.40249210596084595,0.0,0.0,2
0.9079160094261169,0.9671276807785034,0.4147776663303375,0.34730538725852966,0.920634925365448,0.8511326909065247,0.6561432480812073,0.45832908153533936,0.0833333358168602,0.1875,2
0.888529896736145,0.9747602343559265,0.36286449432373047,0.3086734712123871,0.9603174328804016,0.9417475461959839,0.6512371897697449,0.26735690236091614,0.0,0.0,2
0.9224555492401123,0.9802094101905823,0.3283627927303314,0.3907284736633301,0.9365079402923584,0.8964401483535767,0.6512371897697449,0.35542160272598267,0.0555555559694767,0.0625,2
0.9196284413337708,0.9868068099021912,0.29634276032447815,0.38485804200172424,0.9682539701461792,0.9288026094436646,0.6456910967826843,0.2958434522151947,0.0,0.0,2
0.9394184350967407,0.9898108243942261,0.2595105469226837,0.4555555582046509,0.976190447807312,0.8964401483535767,0.6428114175796509,0.3456643223762512,0.10000000149011612,0.125,2
0.9345718622207642,0.9906282424926758,0.24376578629016876,0.43617022037506104,0.976190447807312,0.9190938472747803,0.64313143491745,0.2764807641506195,0.0,0.0,2
0.9474959373474121,0.9912968277931213,0.2249108850955963,0.49193549156188965,0.9682539701461792,0.8414239287376404,0.6392917633056641,0.3812568485736847,0.09756097197532654,0.25,2
